118.1, DistDow,118.71, DistUp,189.9,,,,,,,,
, DistFront, 60.31, DistDow, 61.05, DistUp, 3.78
, DistFront, 60.63, DistDow, 60.99, DistUp, 3.78
, DistFront, 60.24, DistDow, 61.41, DistUp, 296.41
, DistFront, 60.77, DistDow, 61.12, DistUp, 297.21
, DistFront, 60.77, DistDow, 61.11, DistUp, 297.21
, DistFront, 60.43, DistDow, 61.19, DistUp, 3.78
, DistFront, 60.70, DistDow, 61.45, DistUp, 3.78
, DistFront, 60.61, DistDow, 62.21, DistUp, 296.11
, DistFront, 60.68, DistDow, 62.31, DistUp, 300.83
, DistFront, 60.77, DistDow, 61.96, DistUp, 3534.49
, DistFront, 50.56, DistDow, 62.62, DistUp, 3515.75
, DistFront, 50.17, DistDow, 62.53, DistUp, 160.39
, DistFront, 60.75, DistDow, 61.92, DistUp, 3.78
, DistFront, 61.12, DistDow, 61.97, DistUp, 3515.24
, DistFront, 49.23, DistDow, 61.62, DistUp, 3513.04
, DistFront, 50.27, DistDow, 61.31, DistUp, 3521.53
, DistFront, 49.23, DistDow, 61.70, DistUp, 153.10
, DistFrontMean, 60.41, DistDowMean, 62.04, DistUpMean, 3538.71
, DistFront, 60.19, DistDow, 61.84, DistUp, 3.78
, DistFront, 60.31, DistDow, 61.53, DistUp, 3.78
, DistFront, 60.26, DistDow, 61.04, DistUp, 3.78
, DistFront, 60.31, DistDow, 61.50, DistUp, 3.78
, DistFront, 60.20, DistDow, 61.39, DistUp, 3.78
, DistFront, 59.95, DistDow, 61.19, DistUp, 3.78
, DistFront, 59.54, DistDow, 61.70, DistUp, 3.67
, DistFront, 59.63, DistDow, 61.28, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.97, DistUp, 3.78
, DistFront, 58.81, DistDow, 60.48, DistUp, 3.78
, DistFront, 59.13, DistDow, 59.97, DistUp, 3.78
, DistFront, 58.74, DistDow, 59.59, DistUp, 3.78
, DistFront, 58.91, DistDow, 60.14, DistUp, 3486.45
, DistFront, 48.16, DistDow, 60.75, DistUp, 164.05
, DistFront, 59.78, DistDow, 60.56, DistUp, 3.78
, DistFront, 59.40, DistDow, 61.04, DistUp, 3.67
, DistFront, 59.85, DistDow, 61.09, DistUp, 3.78
, DistFront, 59.49, DistDow, 61.60, DistUp, 3.78
, DistFront, 59.39, DistDow, 61.09, DistUp, 3.67
, DistFront, 59.56, DistDow, 61.63, DistUp, 3.78
, DistFrontMean, 59.56, DistDowMean, 60.78, DistUpMean, 3532.04
, DistFront, 59.56, DistDow, 60.31, DistUp, 3.78
, DistFront, 59.74, DistDow, 60.88, DistUp, 3.78
, DistFront, 59.95, DistDow, 61.17, DistUp, 3.78
, DistFront, 60.17, DistDow, 60.97, DistUp, 3.78
, DistFront, 60.31, DistDow, 61.96, DistUp, 3.78
, DistFront, 60.24, DistDow, 61.89, DistUp, 3.78
, DistFront, 60.34, DistDow, 61.99, DistUp, 3.78
, DistFront, 60.31, DistDow, 61.39, DistUp, 3.78
, DistFront, 60.07, DistDow, 61.33, DistUp, 3.78
, DistFront, 59.90, DistDow, 60.73, DistUp, 3.78
, DistFront, 60.34, DistDow, 61.53, DistUp, 3.67
, DistFront, 60.14, DistDow, 62.19, DistUp, 3.78
, DistFront, 60.26, DistDow, 61.89, DistUp, 3.78
, DistFront, 60.34, DistDow, 61.19, DistUp, 3.78
, DistFront, 60.41, DistDow, 61.56, DistUp, 3.78
, DistFront, 60.61, DistDow, 61.84, DistUp, 3.78
, DistFront, 61.05, DistDow, 61.89, DistUp, 3.78
, DistFront, 60.78, DistDow, 62.04, DistUp, 3.78
, DistFront, 60.70, DistDow, 62.40, DistUp, 3.78
, DistFront, 60.56, DistDow, 62.64, DistUp, 3.78
, DistFrontMean, 60.88, DistDowMean, 62.09, DistUpMean, 3506.55
, DistFront, 60.39, DistDow, 62.06, DistUp, 3.78
, DistFront, 60.17, DistDow, 61.77, DistUp, 3.76
, DistFront, 60.10, DistDow, 61.80, DistUp, 3544.27
, DistFront, 48.98, DistDow, 61.09, DistUp, 3527.93
, DistFront, 49.18, DistDow, 60.82, DistUp, 3521.46
, DistFront, 48.03, DistDow, 61.31, DistUp, 3526.53
, DistFront, 48.04, DistDow, 60.82, DistUp, 3532.87
, DistFront, 48.10, DistDow, 60.49, DistUp, 3517.06
, DistFront, 49.18, DistDow, 60.73, DistUp, 3524.39
, DistFront, 48.42, DistDow, 61.33, DistUp, 155.90
, DistFront, 59.61, DistDow, 60.90, DistUp, 296.46
, DistFront, 60.20, DistDow, 61.46, DistUp, 297.77
, DistFront, 59.83, DistDow, 60.66, DistUp, 296.60
, DistFront, 59.71, DistDow, 61.39, DistUp, 299.56
, DistFront, 60.20, DistDow, 60.56, DistUp, 3.67
, DistFront, 59.66, DistDow, 61.34, DistUp, 3.78
, DistFront, 60.05, DistDow, 61.28, DistUp, 3.78
, DistFront, 59.81, DistDow, 61.89, DistUp, 3.78
, DistFront, 60.03, DistDow, 61.28, DistUp, 3.78
, DistFront, 60.20, DistDow, 61.84, DistUp, 3.78
, DistFrontMean, 60.20, DistDowMean, 60.99, DistUpMean, 3518.96
, DistFront, 60.24, DistDow, 61.02, DistUp, 3.78
, DistFront, 60.24, DistDow, 61.09, DistUp, 3.69
, DistFront, 60.20, DistDow, 60.97, DistUp, 3.78
, DistFront, 60.49, DistDow, 60.90, DistUp, 3.78
, DistFront, 59.66, DistDow, 60.88, DistUp, 3.67
, DistFront, 59.74, DistDow, 60.49, DistUp, 298.45
, DistFront, 59.56, DistDow, 60.32, DistUp, 3.78
, DistFront, 59.49, DistDow, 60.73, DistUp, 3.78
, DistFront, 59.83, DistDow, 61.05, DistUp, 296.26
, DistFront, 59.49, DistDow, 60.31, DistUp, 297.93
, DistFront, 59.47, DistDow, 61.17, DistUp, 299.20
, DistFront, 59.47, DistDow, 61.46, DistUp, 297.98
, DistFront, 59.40, DistDow, 60.53, DistUp, 3.67
, DistFront, 59.39, DistDow, 60.20, DistUp, 161.34
, DistFront, 59.39, DistDow, 60.61, DistUp, 296.63
, DistFront, 59.27, DistDow, 60.95, DistUp, 295.82
, DistFront, 59.39, DistDow, 61.05, DistUp, 302.55
, DistFront, 59.39, DistDow, 61.05, DistUp, 296.67
, DistFront, 59.39, DistDow, 60.19, DistUp, 296.19
, DistFront, 59.27, DistDow, 61.38, DistUp, 3492.64
, DistFrontMean, 59.49, DistDowMean, 61.12, DistUpMean, 3.78
, DistFront, 59.40, DistDow, 60.66, DistUp, 3499.00
, DistFront, 49.00, DistDow, 60.85, DistUp, 160.49
, DistFront, 59.95, DistDow, 60.78, DistUp, 3.78
, DistFront, 60.70, DistDow, 61.48, DistUp, 3.67
, DistFront, 61.14, DistDow, 62.35, DistUp, 3.78
, DistFront, 60.88, DistDow, 62.11, DistUp, 3.78
, DistFront, 61.11, DistDow, 62.70, DistUp, 3.78
, DistFront, 60.95, DistDow, 62.53, DistUp, 3.69
, DistFront, 60.85, DistDow, 62.45, DistUp, 3.67
, DistFront, 60.85, DistDow, 62.48, DistUp, 3.78
, DistFront, 60.82, DistDow, 61.62, DistUp, 3516.45
, DistFront, 49.98, DistDow, 61.92, DistUp, 158.45
, DistFront, 61.14, DistDow, 61.48, DistUp, 3.78
, DistFront, 60.73, DistDow, 61.90, DistUp, 298.62
, DistFront, 60.73, DistDow, 61.90, DistUp, 298.54
, DistFront, 60.73, DistDow, 61.50, DistUp, 3512.84
, DistFront, 50.17, DistDow, 62.11, DistUp, 3500.31
, DistFront, 50.66, DistDow, 62.62, DistUp, 3548.76
, DistFront, 50.12, DistDow, 62.67, DistUp, 3517.76
, DistFront, 49.88, DistDow, 62.74, DistUp, 3529.90
, DistFrontMean, 60.56, DistDowMean, 62.13, DistUpMean, 3.78
, DistFront, 61.24, DistDow, 61.99, DistUp, 3517.35
, DistFront, 50.37, DistDow, 62.11, DistUp, 152.26
, DistFront, 60.41, DistDow, 61.14, DistUp, 3535.03
, DistFront, 49.85, DistDow, 61.68, DistUp, 161.09
, DistFront, 60.02, DistDow, 60.75, DistUp, 3.78
, DistFront, 59.90, DistDow, 61.11, DistUp, 3.78
, DistFront, 59.88, DistDow, 60.95, DistUp, 163.27
, DistFront, 59.81, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.71, DistDow, 60.49, DistUp, 158.95
, DistFront, 59.85, DistDow, 61.05, DistUp, 3.67
, DistFront, 59.85, DistDow, 61.04, DistUp, 3.67
, DistFront, 59.78, DistDow, 61.46, DistUp, 3.67
, DistFront, 60.20, DistDow, 61.02, DistUp, 164.18
, DistFront, 59.78, DistDow, 60.60, DistUp, 159.13
, DistFront, 59.76, DistDow, 60.60, DistUp, 162.11
, DistFront, 59.69, DistDow, 60.48, DistUp, 3.78
, DistFront, 59.35, DistDow, 61.26, DistUp, 160.46
, DistFront, 59.71, DistDow, 60.90, DistUp, 162.53
, DistFront, 59.68, DistDow, 60.85, DistUp, 159.95
, DistFront, 59.63, DistDow, 60.37, DistUp, 160.32
, DistFrontMean, 59.61, DistDowMean, 60.75, DistUpMean, 160.26
, DistFront, 59.85, DistDow, 60.17, DistUp, 3525.03
, DistFront, 48.32, DistDow, 60.56, DistUp, 3514.59
, DistFront, 49.97, DistDow, 60.54, DistUp, 159.49
, DistFront, 59.56, DistDow, 60.27, DistUp, 3.69
, DistFront, 59.85, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.95, DistDow, 61.12, DistUp, 3.78
, DistFront, 60.31, DistDow, 61.48, DistUp, 3.67
, DistFront, 59.88, DistDow, 60.66, DistUp, 162.02
, DistFront, 59.81, DistDow, 61.45, DistUp, 159.20
, DistFront, 59.83, DistDow, 60.61, DistUp, 160.05
, DistFront, 60.20, DistDow, 61.02, DistUp, 161.75
, DistFront, 59.88, DistDow, 60.95, DistUp, 162.57
, DistFront, 59.74, DistDow, 60.85, DistUp, 3.74
, DistFront, 59.59, DistDow, 60.82, DistUp, 3494.56
, DistFront, 49.05, DistDow, 60.60, DistUp, 158.32
, DistFront, 59.47, DistDow, 61.53, DistUp, 163.74
, DistFront, 59.91, DistDow, 61.12, DistUp, 161.75
, DistFront, 59.52, DistDow, 61.14, DistUp, 161.33
, DistFront, 60.20, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.41, DistUp, 3519.63
, DistFrontMean, 59.88, DistDowMean, 61.97, DistUpMean, 3.78
, DistFront, 59.91, DistDow, 61.45, DistUp, 3530.05
, DistFront, 48.69, DistDow, 61.02, DistUp, 161.45
, DistFront, 59.88, DistDow, 60.24, DistUp, 3.78
, DistFront, 59.52, DistDow, 60.73, DistUp, 161.19
, DistFront, 59.47, DistDow, 60.20, DistUp, 162.40
, DistFront, 59.42, DistDow, 60.20, DistUp, 161.11
, DistFront, 59.39, DistDow, 60.54, DistUp, 161.11
, DistFront, 59.23, DistDow, 60.43, DistUp, 3.78
, DistFront, 59.27, DistDow, 60.46, DistUp, 160.68
, DistFront, 59.39, DistDow, 60.61, DistUp, 160.75
, DistFront, 59.42, DistDow, 60.20, DistUp, 160.75
, DistFront, 59.42, DistDow, 60.26, DistUp, 160.34
, DistFront, 59.61, DistDow, 60.75, DistUp, 3.78
, DistFront, 59.61, DistDow, 60.39, DistUp, 3.78
, DistFront, 59.47, DistDow, 61.11, DistUp, 159.95
, DistFront, 59.90, DistDow, 60.68, DistUp, 3.78
, DistFront, 59.61, DistDow, 60.27, DistUp, 3.67
, DistFront, 59.54, DistDow, 60.75, DistUp, 3.78
, DistFront, 59.49, DistDow, 61.12, DistUp, 3.69
, DistFront, 59.54, DistDow, 60.32, DistUp, 3.78
, DistFrontMean, 59.56, DistDowMean, 60.75, DistUpMean, 160.19
, DistFront, 59.56, DistDow, 60.75, DistUp, 3509.42
, DistFront, 49.13, DistDow, 60.70, DistUp, 162.28
, DistFront, 59.74, DistDow, 60.95, DistUp, 3.78
, DistFront, 59.35, DistDow, 60.53, DistUp, 3.67
, DistFront, 59.85, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.54, DistDow, 60.75, DistUp, 3527.38
, DistFront, 49.25, DistDow, 61.31, DistUp, 157.64
, DistFront, 59.68, DistDow, 61.31, DistUp, 162.64
, DistFront, 59.69, DistDow, 60.88, DistUp, 3.69
, DistFront, 60.12, DistDow, 60.90, DistUp, 162.04
, DistFront, 59.81, DistDow, 60.61, DistUp, 163.83
, DistFront, 59.88, DistDow, 60.61, DistUp, 162.99
, DistFront, 59.85, DistDow, 60.66, DistUp, 160.95
, DistFront, 59.91, DistDow, 60.73, DistUp, 163.04
, DistFront, 60.39, DistDow, 61.17, DistUp, 161.77
, DistFront, 59.98, DistDow, 60.77, DistUp, 3526.02
, DistFront, 49.10, DistDow, 61.21, DistUp, 3502.13
, DistFront, 49.74, DistDow, 61.53, DistUp, 156.46
, DistFront, 60.31, DistDow, 61.96, DistUp, 3.78
, DistFront, 60.27, DistDow, 61.90, DistUp, 162.19
, DistFrontMean, 60.14, DistDowMean, 61.80, DistUpMean, 3518.23
, DistFront, 59.97, DistDow, 61.56, DistUp, 3.78
, DistFront, 60.37, DistDow, 61.97, DistUp, 3516.38
, DistFront, 49.97, DistDow, 60.61, DistUp, 3537.33
, DistFront, 49.71, DistDow, 61.56, DistUp, 156.39
, DistFront, 59.97, DistDow, 60.66, DistUp, 295.92
, DistFront, 59.56, DistDow, 60.34, DistUp, 3.67
, DistFront, 59.63, DistDow, 61.24, DistUp, 297.28
, DistFront, 59.13, DistDow, 60.78, DistUp, 3.78
, DistFront, 58.96, DistDow, 61.04, DistUp, 3.78
, DistFront, 58.76, DistDow, 59.98, DistUp, 3.78
, DistFront, 58.55, DistDow, 59.78, DistUp, 3.78
, DistFront, 58.35, DistDow, 60.43, DistUp, 3.78
, DistFront, 58.81, DistDow, 59.68, DistUp, 3.78
, DistFront, 58.71, DistDow, 60.83, DistUp, 3.74
, DistFront, 58.88, DistDow, 60.14, DistUp, 297.69
, DistFront, 58.88, DistDow, 60.56, DistUp, 301.82
, DistFront, 59.20, DistDow, 60.37, DistUp, 3.67
, DistFront, 59.20, DistDow, 61.28, DistUp, 3.78
, DistFront, 58.89, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.55, DistDow, 60.63, DistUp, 3.78
, DistFrontMean, 58.52, DistDowMean, 59.78, DistUpMean, 3509.10
, DistFront, 58.54, DistDow, 59.81, DistUp, 3.78
, DistFront, 58.64, DistDow, 60.34, DistUp, 3.78
, DistFront, 58.76, DistDow, 59.98, DistUp, 3.78
, DistFront, 59.00, DistDow, 60.24, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.90, DistUp, 3.69
, DistFront, 58.84, DistDow, 60.46, DistUp, 3.78
, DistFront, 58.71, DistDow, 59.91, DistUp, 3.78
, DistFront, 58.55, DistDow, 60.60, DistUp, 3.78
, DistFront, 58.55, DistDow, 60.19, DistUp, 3.78
, DistFront, 58.49, DistDow, 60.12, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.48, DistUp, 3.78
, DistFront, 59.05, DistDow, 61.14, DistUp, 3.78
, DistFront, 59.30, DistDow, 60.99, DistUp, 3.67
, DistFront, 59.52, DistDow, 60.73, DistUp, 3.67
, DistFront, 60.10, DistDow, 60.48, DistUp, 3.67
, DistFront, 59.85, DistDow, 60.63, DistUp, 3.78
, DistFront, 59.98, DistDow, 61.50, DistUp, 3535.78
, DistFront, 49.52, DistDow, 61.21, DistUp, 3520.85
, DistFront, 49.42, DistDow, 62.16, DistUp, 3507.41
, DistFront, 49.69, DistDow, 61.41, DistUp, 3524.76
, DistFrontMean, 59.91, DistDowMean, 61.60, DistUpMean, 3.78
, DistFront, 60.02, DistDow, 61.67, DistUp, 3528.76
, DistFront, 49.03, DistDow, 61.02, DistUp, 156.82
, DistFront, 60.02, DistDow, 61.67, DistUp, 3.78
, DistFront, 59.52, DistDow, 61.50, DistUp, 3518.74
, DistFront, 47.74, DistDow, 61.41, DistUp, 157.69
, DistFront, 59.05, DistDow, 61.14, DistUp, 3.78
, DistFront, 59.05, DistDow, 61.04, DistUp, 3.67
, DistFront, 58.91, DistDow, 60.60, DistUp, 3494.88
, DistFront, 48.91, DistDow, 60.10, DistUp, 159.61
, DistFront, 58.81, DistDow, 60.88, DistUp, 3.69
, DistFront, 58.89, DistDow, 60.97, DistUp, 3534.85
, DistFront, 48.88, DistDow, 60.49, DistUp, 158.74
, DistFront, 59.17, DistDow, 60.78, DistUp, 3.78
, DistFront, 59.20, DistDow, 60.88, DistUp, 3.67
, DistFront, 59.81, DistDow, 61.04, DistUp, 3.78
, DistFront, 59.52, DistDow, 61.14, DistUp, 3.78
, DistFront, 59.69, DistDow, 60.95, DistUp, 3.78
, DistFront, 59.91, DistDow, 61.60, DistUp, 3.78
, DistFront, 59.98, DistDow, 61.63, DistUp, 3.78
, DistFront, 60.26, DistDow, 61.45, DistUp, 3.78
, DistFrontMean, 60.26, DistDowMean, 61.90, DistUpMean, 3525.24
, DistFront, 60.14, DistDow, 61.38, DistUp, 3.69
, DistFront, 60.53, DistDow, 61.77, DistUp, 3500.82
, DistFront, 49.61, DistDow, 61.70, DistUp, 155.70
, DistFront, 59.90, DistDow, 61.09, DistUp, 3.78
, DistFront, 59.85, DistDow, 61.11, DistUp, 3.78
, DistFront, 60.05, DistDow, 60.83, DistUp, 3.78
, DistFront, 59.66, DistDow, 61.28, DistUp, 3.78
, DistFront, 59.63, DistDow, 60.75, DistUp, 3495.92
, DistFront, 48.40, DistDow, 60.90, DistUp, 3517.47
, DistFront, 49.00, DistDow, 61.50, DistUp, 3554.30
, DistFront, 50.24, DistDow, 62.21, DistUp, 3522.48
, DistFront, 49.63, DistDow, 62.55, DistUp, 3561.75
, DistFront, 50.49, DistDow, 61.77, DistUp, 3510.39
, DistFront, 49.78, DistDow, 61.77, DistUp, 3528.74
, DistFront, 50.56, DistDow, 61.67, DistUp, 302.55
, DistFront, 60.48, DistDow, 61.67, DistUp, 3519.39
, DistFront, 50.20, DistDow, 61.67, DistUp, 3528.88
, DistFront, 49.78, DistDow, 62.16, DistUp, 161.34
, DistFront, 60.60, DistDow, 62.24, DistUp, 3.78
, DistFront, 60.70, DistDow, 62.76, DistUp, 3.69
, DistFrontMean, 60.70, DistDowMean, 61.89, DistUpMean, 3512.57
, DistFront, 60.77, DistDow, 62.48, DistUp, 3.78
, DistFront, 60.77, DistDow, 62.06, DistUp, 295.85
, DistFront, 60.77, DistDow, 61.90, DistUp, 296.14
, DistFront, 60.73, DistDow, 61.50, DistUp, 296.21
, DistFront, 60.68, DistDow, 61.82, DistUp, 296.17
, DistFront, 61.04, DistDow, 61.77, DistUp, 3523.16
, DistFront, 49.35, DistDow, 62.53, DistUp, 3518.69
, DistFront, 49.52, DistDow, 61.31, DistUp, 3494.13
, DistFront, 49.27, DistDow, 61.50, DistUp, 3544.00
, DistFront, 48.91, DistDow, 61.19, DistUp, 3539.63
, DistFront, 48.76, DistDow, 60.75, DistUp, 296.56
, DistFront, 59.47, DistDow, 61.11, DistUp, 297.74
, DistFront, 59.54, DistDow, 60.70, DistUp, 297.04
, DistFront, 59.69, DistDow, 60.90, DistUp, 295.03
, DistFront, 59.63, DistDow, 61.26, DistUp, 301.26
, DistFront, 59.63, DistDow, 60.85, DistUp, 296.34
, DistFront, 59.78, DistDow, 61.41, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.45, DistUp, 3.78
, DistFront, 59.74, DistDow, 60.99, DistUp, 3.78
, DistFront, 59.83, DistDow, 61.09, DistUp, 3516.45
, DistFrontMean, 59.59, DistDowMean, 61.24, DistUpMean, 3.78
, DistFront, 59.54, DistDow, 61.19, DistUp, 3527.31
, DistFront, 48.71, DistDow, 60.60, DistUp, 157.76
, DistFront, 59.61, DistDow, 60.78, DistUp, 3.78
, DistFront, 59.05, DistDow, 60.27, DistUp, 3.71
, DistFront, 58.84, DistDow, 60.48, DistUp, 3.78
, DistFront, 58.84, DistDow, 60.39, DistUp, 3.67
, DistFront, 58.84, DistDow, 60.95, DistUp, 3.78
, DistFront, 59.54, DistDow, 60.78, DistUp, 3.67
, DistFront, 59.30, DistDow, 61.39, DistUp, 3.78
, DistFront, 59.56, DistDow, 60.83, DistUp, 3.78
, DistFront, 59.49, DistDow, 61.17, DistUp, 3.78
, DistFront, 59.63, DistDow, 60.85, DistUp, 296.09
, DistFront, 59.54, DistDow, 61.24, DistUp, 3.78
, DistFront, 59.59, DistDow, 60.73, DistUp, 296.41
, DistFront, 59.47, DistDow, 60.70, DistUp, 295.60
, DistFront, 59.59, DistDow, 60.82, DistUp, 297.26
, DistFront, 59.47, DistDow, 60.70, DistUp, 3508.59
, DistFront, 48.32, DistDow, 61.21, DistUp, 157.84
, DistFront, 59.59, DistDow, 61.56, DistUp, 3533.32
, DistFront, 48.76, DistDow, 60.90, DistUp, 3509.68
, DistFrontMean, 59.95, DistDowMean, 61.56, DistUpMean, 3.78
, DistFront, 59.81, DistDow, 61.09, DistUp, 298.20
, DistFront, 59.97, DistDow, 61.19, DistUp, 3.78
, DistFront, 59.85, DistDow, 61.99, DistUp, 3.67
, DistFront, 59.95, DistDow, 61.68, DistUp, 3.78
, DistFront, 60.05, DistDow, 61.80, DistUp, 3.78
, DistFront, 60.27, DistDow, 61.50, DistUp, 3.67
, DistFront, 60.61, DistDow, 61.92, DistUp, 3.67
, DistFront, 60.78, DistDow, 62.47, DistUp, 3.67
, DistFront, 60.63, DistDow, 62.33, DistUp, 3.67
, DistFront, 60.43, DistDow, 61.70, DistUp, 3.67
, DistFront, 60.37, DistDow, 61.97, DistUp, 3.78
, DistFront, 60.37, DistDow, 62.06, DistUp, 3.78
, DistFront, 60.26, DistDow, 61.96, DistUp, 3.78
, DistFront, 60.41, DistDow, 61.60, DistUp, 3.78
, DistFront, 60.34, DistDow, 61.63, DistUp, 3.67
, DistFront, 60.54, DistDow, 62.24, DistUp, 3.78
, DistFront, 61.11, DistDow, 62.81, DistUp, 3.78
, DistFront, 60.70, DistDow, 62.40, DistUp, 3.78
, DistFront, 61.11, DistDow, 62.81, DistUp, 3.78
, DistFront, 61.11, DistDow, 62.38, DistUp, 3.78
, DistFrontMean, 60.66, DistDowMean, 62.81, DistUpMean, 3527.87
, DistFront, 60.63, DistDow, 62.67, DistUp, 3.78
, DistFront, 60.70, DistDow, 63.27, DistUp, 3.78
, DistFront, 60.70, DistDow, 62.33, DistUp, 3.78
, DistFront, 60.49, DistDow, 62.64, DistUp, 3.67
, DistFront, 60.34, DistDow, 62.48, DistUp, 3.78
, DistFront, 60.17, DistDow, 61.84, DistUp, 3.78
, DistFront, 60.02, DistDow, 61.68, DistUp, 3.78
, DistFront, 59.90, DistDow, 61.89, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.41, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.02, DistUp, 3531.80
, DistFront, 49.20, DistDow, 61.02, DistUp, 3511.80
, DistFront, 47.96, DistDow, 61.80, DistUp, 160.19
, DistFront, 59.74, DistDow, 61.89, DistUp, 3.78
, DistFront, 59.76, DistDow, 61.45, DistUp, 3525.05
, DistFront, 49.71, DistDow, 61.12, DistUp, 156.19
, DistFront, 59.98, DistDow, 62.04, DistUp, 3.78
, DistFront, 60.49, DistDow, 62.19, DistUp, 3.78
, DistFront, 60.34, DistDow, 62.02, DistUp, 3.78
, DistFront, 60.37, DistDow, 62.06, DistUp, 3.78
, DistFront, 60.37, DistDow, 61.55, DistUp, 3.78
, DistFrontMean, 60.70, DistDowMean, 61.97, DistUpMean, 3517.09
, DistFront, 60.60, DistDow, 61.97, DistUp, 3.78
, DistFront, 60.12, DistDow, 61.82, DistUp, 3.78
, DistFront, 60.43, DistDow, 62.18, DistUp, 3.78
, DistFront, 59.98, DistDow, 61.21, DistUp, 3.78
, DistFront, 59.78, DistDow, 61.89, DistUp, 3.78
, DistFront, 59.78, DistDow, 61.02, DistUp, 162.19
, DistFront, 59.76, DistDow, 61.41, DistUp, 160.82
, DistFront, 59.76, DistDow, 61.84, DistUp, 160.82
, DistFront, 59.91, DistDow, 61.14, DistUp, 161.70
, DistFront, 60.27, DistDow, 61.45, DistUp, 3.67
, DistFront, 60.75, DistDow, 61.60, DistUp, 160.03
, DistFront, 60.92, DistDow, 61.63, DistUp, 161.31
, DistFront, 60.56, DistDow, 61.70, DistUp, 159.61
, DistFront, 60.53, DistDow, 61.63, DistUp, 159.68
, DistFront, 60.56, DistDow, 61.68, DistUp, 162.53
, DistFront, 60.60, DistDow, 61.75, DistUp, 160.49
, DistFront, 60.73, DistDow, 61.84, DistUp, 160.07
, DistFront, 60.73, DistDow, 61.89, DistUp, 160.49
, DistFront, 61.11, DistDow, 62.26, DistUp, 161.28
, DistFront, 60.70, DistDow, 62.28, DistUp, 161.39
, DistFrontMean, 60.82, DistDowMean, 61.60, DistUpMean, 162.64
, DistFront, 60.75, DistDow, 61.89, DistUp, 160.41
, DistFront, 60.46, DistDow, 62.41, DistUp, 3519.76
, DistFront, 51.05, DistDow, 61.90, DistUp, 157.60
, DistFront, 60.77, DistDow, 61.90, DistUp, 303.81
, DistFront, 60.48, DistDow, 61.96, DistUp, 3539.17
, DistFront, 49.35, DistDow, 61.99, DistUp, 158.61
, DistFront, 60.78, DistDow, 61.46, DistUp, 159.83
, DistFront, 59.88, DistDow, 61.38, DistUp, 159.83
, DistFront, 60.17, DistDow, 61.31, DistUp, 163.20
, DistFront, 59.91, DistDow, 61.05, DistUp, 160.48
, DistFront, 59.83, DistDow, 60.49, DistUp, 159.97
, DistFront, 59.68, DistDow, 60.78, DistUp, 161.24
, DistFront, 59.69, DistDow, 60.34, DistUp, 159.52
, DistFront, 60.03, DistDow, 59.90, DistUp, 162.41
, DistFront, 59.54, DistDow, 60.20, DistUp, 158.16
, DistFront, 59.39, DistDow, 60.03, DistUp, 158.52
, DistFront, 59.39, DistDow, 60.43, DistUp, 158.55
, DistFront, 59.25, DistDow, 59.88, DistUp, 159.30
, DistFront, 59.23, DistDow, 60.32, DistUp, 159.30
, DistFront, 59.13, DistDow, 60.26, DistUp, 161.39
, DistFrontMean, 59.52, DistDowMean, 59.76, DistUpMean, 159.25
, DistFront, 59.18, DistDow, 59.90, DistUp, 160.05
, DistFront, 58.74, DistDow, 59.46, DistUp, 3497.35
, DistFront, 48.11, DistDow, 59.59, DistUp, 158.61
, DistFront, 58.78, DistDow, 59.49, DistUp, 159.98
, DistFront, 58.47, DistDow, 59.63, DistUp, 160.88
, DistFront, 58.91, DistDow, 59.68, DistUp, 162.53
, DistFront, 58.54, DistDow, 59.59, DistUp, 161.21
, DistFront, 58.45, DistDow, 59.23, DistUp, 159.63
, DistFront, 59.03, DistDow, 59.74, DistUp, 159.20
