AcX:,diffAcX,AcY:,diffAcY:,AcZ:,diffAcZ:,AgX:,diffAgX:,AgY:,diffAgY:,AgZ:,diffAgZ:,activity,,,
-4734,6037,3827,4415,11382,6640,-1929,21,-2718,2464,-435,655,walk,,,
-6950,2216,-782,4609,12797,1415,-1924,5,857,3575,421,856,walk,,,
-9589,2639,543,1325,17279,4482,-1927,3,-3059,3916,477,56,walk,,,
-7319,2270,653,110,12895,4384,-1928,1,4605,7664,32,445,walk,,,
-8924,1605,-259,912,14659,1764,-1931,3,1085,3520,25,7,walk,,,
-6627,2297,3706,3965,15231,572,-1932,1,-4526,5611,-275,300,walk,,,
-7726,1099,-432,4138,12383,2848,-1931,1,-2010,2516,788,1063,walk,,,
-8158,432,-1398,966,17459,5076,-1928,3,-1234,776,993,205,walk,,,
-5881,2277,3639,5037,12851,4608,-1930,2,-2177,943,-323,1316,walk,,,
-5238,643,628,3011,13227,376,-1931,1,-4469,2292,-125,198,walk,,,
-9703,4465,-86,714,17876,4649,-1927,4,-5164,695,578,703,walk,,,
-6821,2882,2910,2996,13693,4183,-1926,1,-4526,638,1583,1005,walk,,,
-7087,266,478,2432,14420,727,-1925,1,-1850,2676,1193,390,walk,,,
-7686,599,2876,2398,16241,1821,-1928,3,-7778,5928,199,994,walk,,,
-6461,1225,1396,1480,14621,1620,-1928,0,-4328,3450,64,135,walk,,,
-9478,3017,672,724,13681,940,-1927,1,-6794,2466,1052,988,walk,,,
-4717,4761,3750,3078,15200,1519,-1927,0,-8897,2103,150,902,walk,,,
-6190,1473,1448,2302,13107,2093,-1926,1,-4772,4125,1108,958,walk,,,
-9268,3078,58,1390,17692,4585,-1923,3,-8208,3436,1818,710,walk,,,
-6141,3127,3873,3815,13769,3923,-1930,7,-2067,6141,-111,1929,walk,,,
-7186,1045,1304,2569,11325,2444,-1923,7,-4524,2457,2356,2467,walk,,,
-10896,3710,-492,1796,18229,6904,-1907,16,-6726,2202,-761,3117,walk,,,
-6454,4442,4204,4696,13056,5173,-1926,19,-3768,2958,-478,283,walk,,,
-7392,938,248,3956,14056,1000,-1922,4,-1014,2754,312,790,walk,,,
-10709,3317,2218,1970,14331,275,-1906,16,-3908,2894,1001,689,walk,,,
-7327,3382,1213,1005,12673,1658,-1924,18,8262,12170,-472,1473,walk,,,
-11408,4081,4,1209,16666,3993,-1924,0,562,7700,-2358,1886,walk,,,
-6163,5245,3811,3807,13064,3602,-1925,1,952,390,-214,2144,walk,,,
-7111,948,472,3339,11071,1993,-1921,4,1662,710,135,349,walk,,,
-10665,3554,1698,1226,15465,4394,-1922,1,-2577,4239,1801,1666,walk,,,
-7547,3118,1179,519,13780,1685,-1923,1,8086,10663,-229,2030,walk,,,
-10645,3098,-944,2123,15237,1457,-1923,0,-185,8271,-430,201,walk,,,
-6309,4336,3154,4098,14180,1057,-1922,1,-478,293,-1482,1052,walk,,,
-6259,50,232,2922,11391,2789,-1924,2,1032,1510,-232,1250,walk,,,
-9116,2857,1518,1286,16355,4964,-1922,2,-4752,5784,1238,1470,walk,,,
-5916,3200,515,1003,14494,1861,-1917,5,3571,8323,-281,1519,walk,,,
-10045,4129,-612,1127,16824,2330,-1924,7,-2639,6210,634,915,walk,,,
-5421,4624,3847,4459,13908,2916,-1920,4,-3171,532,-53,687,walk,,,
-6842,1421,69,3778,11623,2285,-1920,0,-1449,1722,746,799,walk,,,
-9916,3074,1631,1562,17347,5724,-1925,5,-3718,2269,169,577,walk,,,
-6867,3049,1238,393,12750,4597,-1922,3,3655,7373,-213,382,walk,,,
-10406,3539,-414,1652,15385,2635,-1923,1,95,3560,-1189,976,walk,,,
-6117,4289,4311,4725,13893,1492,-1903,20,-2766,2861,-815,374,walk,,,
-7254,1137,-381,4692,10518,3375,-1922,19,2114,4880,623,1438,walk,,,
-10728,3474,714,1095,19102,8584,-1923,1,-806,2920,1690,1067,walk,,,
-7097,3631,2233,1519,11523,7579,-1922,1,8027,8833,9,1681,walk,,,
-9535,2438,-32,2265,14714,3191,-1920,2,1804,6223,-458,467,walk,,,
-6591,2944,4803,4835,15389,675,-1921,1,-4264,6068,-232,226,walk,,,
-7457,866,-464,5267,9966,5423,-1920,1,-1044,3220,780,1012,walk,,,
-11156,3699,-278,186,19022,9056,-1920,0,-1557,513,987,207,walk,,,
-7476,3680,2718,2996,11863,7159,-1917,3,5471,7028,-141,1128,walk,,,
-7583,107,782,1936,11542,321,-1919,2,91,5380,-343,202,walk,,,
-8081,498,2148,1366,17329,5787,-1919,0,-2987,3078,14,357,walk,,,
-6037,2044,1196,952,11888,5441,-1915,4,-2029,958,1853,1839,walk,,,
-8919,2882,231,965,17357,5469,-1922,7,-1534,495,1742,111,walk,,,
-6749,2170,5272,5041,12149,5208,-1919,3,-4804,3270,-390,2132,walk,,,
-5274,1475,1539,3733,12952,803,-1920,1,-4129,675,447,837,walk,,,
-8702,3428,1796,257,18059,5107,-1903,17,-7286,3157,-143,590,walk,,,
-8587,115,3454,1658,13800,4259,-1917,14,-6062,1224,2446,2589,walk,,,
-6497,2090,1496,1958,15514,1714,-1915,2,-1700,4362,1778,668,walk,,,
-7021,524,5710,4214,13491,2023,-1917,2,-7616,5916,61,1717,walk,,,
-7021,0,877,4833,14036,545,-1919,2,-4219,3397,761,700,walk,,,
-10309,3288,-106,983,17429,3393,-1916,3,-4193,26,-8,769,walk,,,
-4564,5745,5105,5211,12653,4776,-1920,4,-6453,2260,504,512,walk,,,
-6648,2084,51,5054,13550,897,-1921,1,-1139,5314,1312,808,walk,,,
-9210,2562,2103,2052,17937,4387,-1920,1,-5001,3862,1205,107,walk,,,
-7362,1848,1708,395,12703,5234,-1919,1,-908,4093,546,659,walk,,,
-9409,2047,-89,1797,14415,1712,-1920,1,-3062,2154,-197,743,walk,,,
-4880,4529,5511,5600,15448,1033,-1921,1,-5677,2615,-465,268,walk,,,
-7123,2243,-351,5862,10123,5325,-1897,24,-3630,2047,821,1286,walk,,,
-11059,3936,715,1066,19172,9049,-1914,17,-4402,772,1286,465,walk,,,
-7045,4014,2281,1566,12317,6855,-1915,1,834,5236,-919,2205,walk,AgY,AcX,AcY
-6512,533,298,1983,13269,952,-1920,5,-2877,3711,-502,417,walk,2785.129278,1689.984791,1819.992395
1220,1220,15513,15513,5254,5254,-2351,2351,-244,244,72,72,inclinar,,,
1220,0,15503,10,5267,13,-2348,3,-211,33,84,12,inclinar,,,
1221,1,15527,24,5214,53,-2346,2,-221,10,159,75,inclinar,,,
1287,66,15344,183,5224,10,-2321,25,-222,1,219,60,inclinar,,,
1177,110,15358,14,5200,24,-2317,4,-216,6,167,52,inclinar,,,
1168,9,15519,161,5249,49,-2339,22,-250,34,-33,200,inclinar,,,
1191,23,15522,3,5247,2,-2341,2,-239,11,-61,28,inclinar,,,
1151,40,15528,6,5229,18,-2337,4,-268,29,53,114,inclinar,,,
1217,66,15479,49,5303,74,-2335,2,-205,63,87,34,inclinar,,,
1097,120,15551,72,5261,42,-2333,2,-197,8,-72,159,inclinar,,,
1100,28,15521,8,5254,30,-2334,4,-246,34,39,192,inclinar,,,
1185,85,15512,9,5275,21,-2332,2,-241,5,115,76,inclinar,,,
1134,51,15499,13,5251,24,-2329,3,-157,84,150,35,inclinar,,,
1153,19,15476,23,5271,20,-2329,0,-231,74,48,102,inclinar,,,
1112,41,15529,53,5235,36,-2328,1,-244,13,-8,56,inclinar,,,
1001,278,15581,98,5152,31,-2326,2,-632,749,-382,123,inclinar,,,
645,356,15526,55,5113,39,-2325,1,-288,344,-618,236,inclinar,,,
1021,376,15291,235,4601,512,-2324,1,817,1105,-1335,717,inclinar,,,
1481,460,15561,270,4085,516,-2322,2,3253,2436,-887,448,inclinar,,,
1132,349,15830,269,2560,1525,-2320,2,1657,1596,-765,122,inclinar,,,
1943,811,16064,234,1488,1072,-2318,2,2936,1279,177,942,inc,,,
2286,343,16277,213,205,1283,-2320,2,1989,947,-142,319,inclinar,,,
2681,395,17270,993,-524,729,-2317,3,1491,498,847,989,inclinar,,,
2124,557,16590,680,-829,305,-2319,2,-398,1889,908,61,inclinar,,,
2041,83,16544,46,-526,303,-2317,2,-2064,1666,316,592,inclinar,,,
1548,493,16742,198,496,1022,-2316,1,-3064,1000,-114,430,inclinar,,,
624,924,17031,289,3001,2505,-2312,4,-5995,2931,227,341,inclinar,,,
-794,1418,15453,1578,6008,3007,-2313,1,-7553,1558,506,279,inclinar,,,
-1788,994,13595,1858,8919,2911,-2310,3,-8707,1154,-60,566,inclinar,,,
-2822,1034,10879,2716,12099,3180,-2308,2,-9233,526,-251,191,inclinar,,,
-3840,1018,74,3478,12823,724,-2307,1,-8951,282,1339,1590,inclinar,,,
-4658,818,4295,3106,14824,2001,-2306,1,-5064,3887,1175,164,inclinar,,,
-5291,633,2166,2129,14932,108,-2308,2,-4544,520,694,481,inclinar,,,
-5485,194,686,1480,15332,400,-2306,2,-1346,3198,46,648,inclinar,,,
-5306,179,225,461,15374,42,-2306,0,396,1742,-172,218,inclinar,,,
-5335,29,1187,962,15202,172,-2303,3,2865,2469,167,339,inclinar,,,
-5499,164,2871,1684,15083,119,-2302,1,3686,821,433,266,inclinar,,,
-5190,309,4923,2052,14553,530,-2305,3,5192,1506,205,228,inclinar,,,
-4838,352,8014,3091,13082,1471,-2303,2,6906,1714,-232,437,inclinar,,,
-4032,806,10654,2640,11627,1455,-2297,6,6511,395,-521,289,inclinar,,,
-3255,777,13076,2422,8897,2730,-2276,21,7531,1020,-36,485,inclinar,,,
-1067,2188,15208,2132,6202,2695,-2300,24,7023,508,-659,623,inclinar,,,
-245,822,16523,1315,3061,3141,-2298,2,5004,2019,-64,595,inclinar,,,
855,1100,16680,157,2280,781,-2299,1,3903,1101,-206,142,inclinar,,,
352,503,16218,462,-480,2760,-2297,2,3135,768,314,520,inclinar,,,
1071,719,16623,405,-1198,718,-2297,0,1971,1164,1118,804,inclinar,,,
1433,362,16668,45,-2498,1300,-2293,4,958,1013,225,893,inclinar,,,
1166,267,16702,34,-2148,350,-2292,1,-1072,2030,-87,312,inclinar,,,
1106,60,17118,416,-1593,555,-2290,2,-4054,2982,62,149,inclinar,,,
129,977,16765,353,786,2379,-2290,0,-6035,1981,179,117,inclinar,,,
-1497,1626,16327,438,3998,3212,-2283,7,-7617,1582,-5,184,inclinar,,,
-2090,593,14683,1644,7369,3371,-2286,3,-8124,507,-378,373,inclinar,,,
-3457,1367,12267,2416,10273,2904,-2284,2,-7410,714,-868,490,inclinar,,,
-3991,534,9408,2859,11296,1023,-2282,2,-8452,1042,362,1230,inclinar,,,
-5085,1094,6541,2867,13730,2434,-2285,3,-5701,2751,869,507,inclinar,,,
-5488,403,4599,1942,14566,836,-2280,5,-4447,1254,565,304,inclinar,,,
-5620,132,3193,1406,14847,281,-2281,1,-2875,1572,53,512,inclinar,,,
-5705,85,1962,1231,15122,275,-2280,1,-3327,452,-85,138,inclinar,,,
-5563,142,463,1499,15411,289,-2278,2,-3887,560,112,197,inclinar,,,
-5617,54,-1351,1814,15095,316,-2278,0,-3266,621,-9,121,inclinar,,,
-5833,216,-2789,1438,15578,483,-2276,2,-925,2341,  ,119,inclinar,,,
-5586,247,-2495,294,15298,280,-2275,1,1227,2152,245,135,inclinar,,,
-5576,10,-1448,1047,15214,84,-2273,2,2283,1056,112,133,inclinar,,,
-5548,28,25,1473,15137,77,-2275,2,2547,264,212,100,inclinar,,,
-5753,205,1754,1729,15013,124,-2271,4,3699,1152,28,184,inclinar,,,
-5987,234,3386,1632,15583,570,-2271,0,4395,696,274,246,inclinar,,,
-5607,380,6193,2807,13364,2219,-2270,1,4601,206,668,394,inclinar,,,
-5074,533,8057,1864,12563,801,-2269,1,5913,1312,-139,807,inclinar,,,
-4052,1022,11239,3182,11683,880,-2268,1,7421,1508,-24,115,inclinar,,,
-2795,1257,12900,1661,8182,3501,-2263,5,4711,2710,600,624,inclinar,,,
-2104,691,15053,2153,7056,1126,-2267,4,6266,1555,452,148,inclinar,,,
-31,2073,15981,928,4783,2273,-2265,2,2214,4052,-492,944,inclinar,,,
744,775,16278,297,2256,2527,-2261,4,4810,2596,-426,66,inclinar,,,
1504,76,16710,432,921,1335,-2260,1,3334,1476,570,996,inclinar,,,
1578,74,16850,140,-424,1345,-2265,5,1862,1472,746,176,inclinar,,,
1325,253,17011,161,-1081,657,-2262,3,320,1542,451,295,inclinar,,,
1269,56,16610,401,-995,86,-2259,3,-1076,1396,431,20,inclinar,,,
1066,203,16612,2,-287,708,-2262,3,-1978,902,114,317,inclinar,,,
646,420,16326,286,428,715,-2264,2,-2493,515,-224,338,inclinar,,,
215,431,16462,136, 1558 1130 ,-2261,3,-2543,50,-376,152,,,,,
-492,707,16267,195,3229,1671,-2256,5,-3857,1314,-225,151,inclinar,,,
-1287,795,15624,643,4543,1314,-2237,19,-3791,66,7,232,inclinar,,,
-2415,1128,15368,256,6893,2350,-2256,19,-4980,1189,96,89,inclinar,,,
-3197,782,13720,1648,8804,1911,-2259,3,-7142,2162,40,56,inclinar,,,
-4150,953,11153,2567,10780,1976,-2258,1,-6268,874,266,226,inclinar,,,
-4878,728,8806,2347,12652,1872,-2254,4,-7326,1058,-283,549,inclinar,,,
-5039,161,5381,3425,13308,656,-2256,2,-6156,1170,-25,258,inclinar,,,
-5848,809,3349,2032,15094,1786,-2262,6,-3056,3100,-507,482,inclinar,,,
-5459,389,2230,1119,15130,36,-2259,3,-3425,369,-440,67,inclinar,,,
-5523,64,779,1451,15288,158,-2255,4,-2936,489,-113,327,inclinar,,,
130,130,16263,16263,2637,2637,-2225,2225,3318,3318,344,344,inclinar,,,
938,808,16686,423,1134,1503,-2219,6,2592,726,177,167,inclinar,,,
1707,769,16708,22,-216,1350,-2220,1,752,1840,163,14,inclinar,,,
2353,646,16804,96,57,273,-2212,8,431,321,500,337,inclinar,,,
2401,48,16443,361,-849,906,-2213,1,108,323,  ,13,inclinar,,,
2390,11,16923,480,-358,491,-2212,1,-857,965,474,13,inclinar,,,
2201,189,16552,371,-226,132,-2209,3,-1807,950,422,52,inclinar,,,
1396,805,16633,81,848,1074,-2210,1,-2635,828,79,343,inclinar,,,
-562,1391,15878,869,4366,2013,-2206,2,-5281,1409,0,145,inclinar,,,
-1532,970,15041,837,7080,2714,-2209,3,-6255,974,146,146,inclinar,,,
-2940,1408,13167,1874,9250,2170,-2211,2,-6958,703,85,61,inclinar,,,
-4052,1112,10439,2728,11423,2173,-2207,4,-8262,1304,-122,207,inclinar,,,
-4818,766,7445,2994,13191,1768,-2206,1,-7087,1175,-100,22,inclinar,,,
-5392,574,4538,2907,14472,1281,-2206,0,-5021,2066,545,645,inclinar,,,
-6009,617,2495,2043,14459,13,-2205,1,-4351,670,823,278,inclinar,,,
-6143,134,550,1945,15200,741,-2204,1,-3994,357,132,691,inclinar,,,
-6113,30,-1052,1602,14958,242,-2205,1,-2848,1146,-73,205,inclinar,,,
-6021,92,-1826,774,15084,126,-2203,2,-451,2397,-284,211,inclinar,,,
-5872,149,-968,858,15298,214,-2202,1,2429,2880,105,389,inclinar,,,
-6192,320,414,1382,15105,193,-2202,0,2879,450,488,383,inclinar,,,
-6376,184,1607,1193,14799,306,-2200,2,3159,280,190,298,inclinar,,,
-5463,913,3634,2027,14331,468,-2200,0,5045,1886,-936,1126,inclinar,,,
-4623,840,6393,2759,13115,1216,-2199,1,9433,4388,-1632,696,inclinar,,,
-1979,2048,13907,2796,7761,4028,-2179,23,6869,3275,-631,43,inclinar,,,
-503,1476,15811,1904,5536,2225,-2197,18,6995,126,-886,255,inclinar,,,
727,1230,16487,676,2619,2917,-2200,3,6840,155,-1114,228,inclinar,,,
2373,1646,17356,869,139,2480,-2200,0,3641,3199,-1639,525,inclinar,,,
2666,293,16665,691,-1361,1500,-2196,4,38,3603,-425,1214,inclinar,,,
3303,637,16484,181,-1777,416,-2195,1,896,858,-1057,632,inclinar,,,
2848,455,16200,284,-1772,5,-2196,1,-727,1623,-42,1015,inclinar,,,
3276,428,15859,341,-1888,116,-2197,1,-572,155,472,514,inclinar,,,
3128,148,16134,275,-1671,217,-2196,1,79,651,581,109,inclinar,,,
3186,58,16393,259,-1448,223,-2192,4,-1115,1194,834,253,inclinar,,,
2872,314,16197,196,-987,461,-2194,2,-1695,580,1128,294,inclinar,,,
2541,331,15503,694,-752,235,-2193,1,-355,1340,955,173,inclinar,,,
2333,208,16011,508,-901,149,-2190,3,1897,2252,540,415,inclinar,,,
2673,340,17013,1002,-1283,382,-2193,3,1361,536,231,309,inclinar,,,
2455,218,17110,97,-1313,30,-2188,5,-2564,3925,129,102,inclinar,,,
2147,308,16530,580,-356,957,-2191,3,-4227,1663,520,391,inclinar,,,
995,1152,16441,89,1803,2159,-2188,3,-3985,242,1036,516,inclinar,,,
-37,1032,16191,250,4100,2297,-2165,23,-5957,1972,1002,34,inclinar,,,
-1541,1504,15107,1084,6652,2552,-2185,20,-6839,882,1097,95,inclinar,,,
,1689.984791,,1819.992395,,,,,,2785.129278,,,,,,
,#NOME?,,69.48333333,,,,,,,,,,,,
,,,37521,,,,,,,,,,,,
,,,73.14602588,,,,,,,,,,,,
